	gcf_id	num_bgc	mibig	class	x	y	z	size	desc	is_mibig
0	244878	540497	['BGC0001286.1', 'BGC0000686.1', 'BGC0001839.1', 'BGC0000830.1', 'BGC0000910.1', 'BGC0000487.1', 'BGC0000735.1', 'BGC0000817.1', 'BGC0000618.1', 'BGC0000466.1', 'BGC0001989.1', 'BGC0000468.1', 'BGC0000498.1', 'BGC0001554.1', 'BGC0000678.1', 'BGC0002018.1', 'BGC0000906.1', 'BGC0001229.1', 'BGC0000499.1', 'BGC0000884.1', 'BGC0001507.1', 'BGC0000548.1', 'BGC0000948.1', 'BGC0000620.1', 'BGC0001324.1', 'BGC0000483.1', 'BGC0000519.1', 'BGC0000666.1', 'BGC0001775.1', 'BGC0001640.1', 'BGC0000277.1', 'BGC0001151.1', 'BGC0000546.1', 'BGC0000286.1', 'BGC0000881.1', 'BGC0000874.1', 'BGC0000944.1', 'BGC0001786.1', 'BGC0000631.1', 'BGC0001859.1', 'BGC0000538.1', 'BGC0000521.1', 'BGC0001883.1', 'BGC0001322.1', 'BGC0000870.1', 'BGC0002031.1', 'BGC0001595.1', 'BGC0001472.1', 'BGC0001788.1', 'BGC0000478.1', 'BGC0000846.1', 'BGC0001454.1', 'BGC0001262.1', 'BGC0000528.1', 'BGC0000597.1', 'BGC0001592.1', 'BGC0001948.1', 'BGC0000594.1', 'BGC0000485.1', 'BGC0000469.1', 'BGC0000474.1', 'BGC0001306.1', 'BGC0001973.1', 'BGC0000670.1', 'BGC0000916.1', 'BGC0000534.1', 'BGC0000729.1', 'BGC0001669.1', 'BGC0000567.1', 'BGC0001861.1', 'BGC0000587.1', 'BGC0000005.1', 'BGC0001391.1', 'BGC0000511.1', 'BGC0000603.1', 'BGC0000939.1', 'BGC0000855.1', 'BGC0001201.1', 'BGC0000765.1', 'BGC0000909.1', 'BGC0000749.1', 'BGC0000554.1', 'BGC0000265.1', 'BGC0001777.1', 'BGC0001361.1', 'BGC0002036.1', 'BGC0000672.1', 'BGC0000591.1', 'BGC0001849.1', 'BGC0001198.1', 'BGC0000857.1', 'BGC0001224.1', 'BGC0001337.1', 'BGC0001888.1', 'BGC0000491.1', 'BGC0001678.1', 'BGC0000894.1', 'BGC0000802.1', 'BGC0000728.1', 'BGC0000387.1', 'BGC0001176.1', 'BGC0000595.1', 'BGC0000500.1', 'BGC0000843.1', 'BGC0000903.1', 'BGC0001468.1', 'BGC0001217.1', 'BGC0000532.1', 'BGC0000504.1', 'BGC0000671.1', 'BGC0000601.1', 'BGC0001712.1', 'BGC0001735.1', 'BGC0000480.1', 'BGC0001632.1', 'BGC0001681.1', 'BGC0002027.1', 'BGC0000497.1', 'BGC0001910.1', 'BGC0000541.1', 'BGC0001774.1', 'BGC0000845.1', 'BGC0001997.1', 'BGC0000947.1', 'BGC0000896.1', 'BGC0001267.1', 'BGC0001782.1', 'BGC0000560.1', 'BGC0001688.1', 'BGC0001607.1', 'BGC0001494.1', 'BGC0001222.1', 'BGC0000853.1', 'BGC0001248.1', 'BGC0000598.1', 'BGC0001634.1', 'BGC0001294.1', 'BGC0000479.1', 'BGC0001531.1', 'BGC0000482.1', 'BGC0001707.1', 'BGC0000492.1', 'BGC0001727.1', 'BGC0000490.1', 'BGC0001893.1', 'BGC0000842.1', 'BGC0001498.1', 'BGC0001539.1', 'BGC0001618.1', 'BGC0000569.1', 'BGC0001499.1', 'BGC0001534.1', 'BGC0000858.1', 'BGC0000914.1', 'BGC0000798.1', 'BGC0001929.1', 'BGC0001930.1', 'BGC0000923.1', 'BGC0001483.1', 'BGC0001174.1', 'BGC0000905.1', 'BGC0001238.1', 'BGC0001278.1', 'BGC0000537.1', 'BGC0002005.1', 'BGC0000658.1', 'BGC0000533.1', 'BGC0000757.1', 'BGC0001453.1', 'BGC0001313.1', 'BGC0000596.1', 'BGC0001295.1', 'BGC0001173.1', 'BGC0001374.1', 'BGC0000617.1', 'BGC0001995.1', 'BGC0001239.1', 'BGC0001903.1', 'BGC0001911.1', 'BGC0001505.1', 'BGC0001325.1', 'BGC0000589.1', 'BGC0002015.1', 'BGC0001594.1', 'BGC0000840.1', 'BGC0000553.1', 'BGC0000737.1', 'BGC0000877.1', 'BGC0000930.1', 'BGC0000578.1', 'BGC0000674.1', 'BGC0000746.1', 'BGC0000515.1', 'BGC0000701.1', 'BGC0000856.1', 'BGC0001486.1', 'BGC0000683.1', 'BGC0000685.1', 'BGC0000508.1', 'BGC0000531.1', 'BGC0000523.1', 'BGC0000608.1', 'BGC0001862.1', 'BGC0000911.1', 'BGC0000513.1', 'BGC0001664.1', 'BGC0001810.1', 'BGC0000588.1', 'BGC0001311.1', 'BGC0001316.1', 'BGC0000484.1', 'BGC0000627.1', 'BGC0000522.1', 'BGC0001315.1', 'BGC0000577.1', 'BGC0000583.1', 'BGC0000687.1', 'BGC0001525.1', 'BGC0001616.1', 'BGC0001126.1', 'BGC0000924.1', 'BGC0000622.1', 'BGC0000544.1', 'BGC0001733.1', 'BGC0001753.1', 'BGC0001959.1', 'BGC0001210.1', 'BGC0001935.1', 'BGC0001289.1', 'BGC0001336.1', 'BGC0000677.1', 'BGC0001082.1', 'BGC0000477.1', 'BGC0000600.1', 'BGC0000725.1', 'BGC0000573.1', 'BGC0000564.1', 'BGC0000754.1', 'BGC0000867.1', 'BGC0000547.1', 'BGC0000607.1', 'BGC0000889.1', 'BGC0000621.1', 'BGC0001551.1', 'BGC0001624.1', 'BGC0000815.1', 'BGC0001779.1', 'BGC0001334.1', 'BGC0001612.1', 'BGC0001223.1', 'BGC0001889.1', 'BGC0001577.1', 'BGC0000913.1', 'BGC0001633.1', 'BGC0000540.1', 'BGC0000938.1', 'BGC0000665.1', 'BGC0000628.1', 'BGC0000747.1', 'BGC0000493.1', 'BGC0000942.1', 'BGC0000878.1', 'BGC0000563.1', 'BGC0001549.1', 'BGC0001739.1', 'BGC0000922.1', 'BGC0001496.1', 'BGC0000651.1', 'BGC0001552.1', 'BGC0000612.1', 'BGC0000673.1', 'BGC0000550.1', 'BGC0001996.1', 'BGC0001787.1', 'BGC0001314.1', 'BGC0001547.1', 'BGC0001809.1', 'BGC0001937.1', 'BGC0000805.1', 'BGC0001134.1', 'BGC0001811.1', 'BGC0001375.1', 'BGC0000883.1', 'BGC0001579.1', 'BGC0000820.1', 'BGC0000610.1', 'BGC0001605.1', 'BGC0000010.1', 'BGC0001407.1', 'BGC0000897.1', 'BGC0000623.1', 'BGC0000719.1', 'BGC0000887.1', 'BGC0000937.1', 'BGC0001655.1', 'BGC0000572.1', 'BGC0001870.1', 'BGC0000740.1', 'BGC0000940.1', 'BGC0000606.1', 'BGC0000581.1', 'BGC0002007.1', 'BGC0001713.1', 'BGC0000582.1', 'BGC0001802.1', 'BGC0000473.1', 'BGC0000738.1', 'BGC0001680.1', 'BGC0001546.1', 'BGC0000530.1', 'BGC0001928.1', 'BGC0001392.1', 'BGC0000604.1', 'BGC0001891.1', 'BGC0000885.1', 'BGC0001986.1', 'BGC0000571.1', 'BGC0001673.1', 'BGC0000660.1', 'BGC0001157.1', 'BGC0000244.1', 'BGC0001487.1', 'BGC0000888.1', 'BGC0001776.1', 'BGC0001167.1', 'BGC0000529.1', 'BGC0000941.1', 'BGC0001685.1', 'BGC0000101.1', 'BGC0001604.1', 'BGC0001181.1', 'BGC0000442.1', 'BGC0001364.1', 'BGC0000568.1', 'BGC0000812.1', 'BGC0000549.1', 'BGC0001526.1', 'BGC0000908.1', 'BGC0000586.1', 'BGC0001887.1', 'BGC0000543.1', 'BGC0001475.1', 'BGC0001155.1', 'BGC0000928.1', 'BGC0001706.1', 'BGC0000557.1', 'BGC0001674.1', 'BGC0001642.1', 'BGC0000509.1', 'BGC0000526.1', 'BGC0001803.1', 'BGC0000736.1', 'BGC0000570.1', 'BGC0001506.1', 'BGC0001291.1', 'BGC0000657.1', 'BGC0000745.1', 'BGC0000566.1', 'BGC0000849.1', 'BGC0001949.1', 'BGC0000624.1', 'BGC0001992.1', 'BGC0001933.1', 'BGC0000668.1', 'BGC0000525.1', 'BGC0001696.1', 'BGC0001896.1', 'BGC0000743.1', 'BGC0001969.1', 'BGC0000475.1', 'BGC0001335.1', 'BGC0000756.1', 'BGC0001535.1', 'BGC0000580.1', 'BGC0001789.1', 'BGC0001323.1', 'BGC0001860.1', 'BGC0001501.1', 'BGC0000585.1', 'BGC0000505.1', 'BGC0001209.1', 'BGC0001493.1', 'BGC0000895.1', 'BGC0000662.1', 'BGC0000841.1', 'BGC0000615.1', 'BGC0000016.1', 'BGC0000472.1', 'BGC0000866.1', 'BGC0001601.1', 'BGC0001540.1', 'BGC0000904.1', 'BGC0000584.1', 'BGC0000605.1', 'BGC0001530.1', 'BGC0000506.1', 'BGC0001974.1', 'BGC0001206.1', 'BGC0001318.1', 'BGC0001745.1', 'BGC0000488.1', 'BGC0000470.1', 'BGC0001687.1', 'BGC0001701.1', 'BGC0001683.1', 'BGC0001985.1', 'BGC0000764.1', 'BGC0000847.1', 'BGC0001617.1', 'BGC0000481.1', 'BGC0000751.1', 'BGC0000545.1', 'BGC0000616.1', 'BGC0002006.1', 'BGC0001387.1', 'BGC0000527.1', 'BGC0000926.1', 'BGC0000542.1', 'BGC0000703.1', 'BGC0001936.1', 'BGC0000661.1', 'BGC0000920.1', 'BGC0001481.1', 'BGC0000769.1', 'BGC0001488.1', 'BGC0000518.1', 'BGC0000625.1', 'BGC0000859.1', 'BGC0001972.1', 'BGC0000912.1', 'BGC0000810.1', 'BGC0001572.1', 'BGC0001484.1', 'BGC0000516.1', 'BGC0000925.1', 'BGC0000494.1', 'BGC0000551.1', 'BGC0001756.1', 'BGC0001587.1', 'BGC0000593.1', 'BGC0000507.1', 'BGC0001645.1', 'BGC0001307.1', 'BGC0000602.1', 'BGC0000188.1', 'BGC0000552.1', 'BGC0001241.1', 'BGC0000879.1', 'BGC0001808.1', 'BGC0001682.1', 'BGC0000669.1', 'BGC0001915.1', 'BGC0001743.1', 'BGC0001799.1', 'BGC0000844.1', 'BGC0001120.1', 'BGC0001591.1', 'BGC0001914.1', 'BGC0002029.1', 'BGC0001602.1', 'BGC0001171.1', 'BGC0000517.1', 'BGC0000495.1', 'BGC0001188.1', 'BGC0000520.1', 'BGC0000295.1', 'BGC0000503.1', 'BGC0000659.1', 'BGC0000486.1', 'BGC0002009.1', 'BGC0000496.1', 'BGC0001388.1', 'BGC0000514.1', 'BGC0000476.1', 'BGC0001529.1', 'BGC0001170.1', 'BGC0001864.1', 'BGC0000882.1', 'BGC0001736.1', 'BGC0000929.1', 'BGC0001146.1', 'BGC0001548.1', 'BGC0001990.1', 'BGC0001660.1', 'BGC0000917.1', 'BGC0000565.1', 'BGC0001408.1', 'BGC0001921.1', 'BGC0000562.1', 'BGC0000676.1', 'BGC0000613.1', 'BGC0001863.1', 'BGC0000848.1', 'BGC0001576.1', 'BGC0000811.1', 'BGC0000539.1', 'BGC0000510.1', 'BGC0001994.1', 'BGC0001550.1', 'BGC0001781.1', 'BGC0000852.1', 'BGC0000471.1', 'BGC0001277.1', 'BGC0000770.1', 'BGC0000946.1', 'BGC0002020.1', 'BGC0000632.1', 'BGC0000779.1', 'BGC0000502.1', 'BGC0001321.1', 'BGC0000854.1', 'BGC0000831.1', 'BGC0000590.1', 'BGC0001528.1', 'BGC0000556.1', 'BGC0000943.1', 'BGC0000755.1', 'BGC0001659.1', 'BGC0000688.1', 'BGC0001920.1', 'BGC0000249.1', 'BGC0000558.1', 'BGC0000501.1', 'BGC0000748.1', 'BGC0001380.1', 'BGC0001757.1', 'BGC0000829.1', 'BGC0000742.1', 'BGC0000535.1', 'BGC0001725.1', 'BGC0000744.1', 'BGC0002004.1', 'BGC0001639.1', 'BGC0000734.1', 'BGC0000592.1', 'BGC0000851.1', 'BGC0001317.1', 'BGC0001746.1', 'BGC0001441.1', 'BGC0000278.1', 'BGC0000575.1', 'BGC0000850.1', 'BGC0001638.1', 'BGC0000739.1', 'BGC0001668.1', 'BGC0000559.1', 'BGC0001485.1', 'BGC0000579.1', 'BGC0001333.1', 'BGC0000675.1', 'BGC0000626.1', 'BGC0000918.1', 'BGC0000667.1', 'BGC0000561.1', 'BGC0001260.1', 'BGC0000574.1', 'BGC0000933.1', 'BGC0001440.1', 'BGC0001184.1', 'BGC0002013.1', 'BGC0000489.1', 'BGC0001684.1', 'BGC0000619.1', 'BGC0001145.1', 'BGC0000860.1', 'BGC0000753.1', 'BGC0001765.1', 'BGC0000741.1', 'BGC0000536.1', 'BGC0001924.1', 'BGC0001478.1', 'BGC0000576.1', 'BGC0001191.1', 'BGC0000555.1']	mixed	3024.5373	114.32565	-660.9752699999999	68.79351945320971	GCF-244878, num BGCs: 540,497, MIBiG IDs: 5;10;16;101;188;244;249;265;277;278;286;295;387;442;466;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;513;514;515;516;517;518;519;520;521;522;523;525;526;527;528;529;530;531;532;533;534;535;536;537;538;539;540;541;542;543;544;545;546;547;548;549;550;551;552;553;554;555;556;557;558;559;560;561;562;563;564;565;566;567;568;569;570;571;572;573;574;575;576;577;578;579;580;581;582;583;584;585;586;587;588;589;590;591;592;593;594;595;596;597;598;600;601;602;603;604;605;606;607;608;610;612;613;615;616;617;618;619;620;621;622;623;624;625;626;627;628;631;632;651;657;658;659;660;661;662;665;666;667;668;669;670;671;672;673;674;675;676;677;678;683;685;686;687;688;701;703;719;725;728;729;734;735;736;737;738;739;740;741;742;743;744;745;746;747;748;749;751;753;754;755;756;757;764;765;769;770;779;798;802;805;810;811;812;815;817;820;829;830;831;840;841;842;843;844;845;846;847;848;849;850;851;852;853;854;855;856;857;858;859;860;866;867;870;874;877;878;879;881;882;883;884;885;887;888;889;894;895;896;897;903;904;905;906;908;909;910;911;912;913;914;916;917;918;920;922;923;924;925;926;928;929;930;933;937;938;939;940;941;942;943;944;946;947;948;1082;1120;1126;1134;1145;1146;1151;1155;1157;1167;1170;1171;1173;1174;1176;1181;1184;1188;1191;1198;1201;1206;1209;1210;1217;1222;1223;1224;1229;1238;1239;1241;1248;1260;1262;1267;1277;1278;1286;1289;1291;1294;1295;1306;1307;1311;1313;1314;1315;1316;1317;1318;1321;1322;1323;1324;1325;1333;1334;1335;1336;1337;1361;1364;1374;1375;1380;1387;1388;1391;1392;1407;1408;1440;1441;1453;1454;1468;1472;1475;1478;1481;1483;1484;1485;1486;1487;1488;1493;1494;1496;1498;1499;1501;1505;1506;1507;1525;1526;1528;1529;1530;1531;1534;1535;1539;1540;1546;1547;1548;1549;1550;1551;1552;1554;1572;1576;1577;1579;1587;1591;1592;1594;1595;1601;1602;1604;1605;1607;1612;1616;1617;1618;1624;1632;1633;1634;1638;1639;1640;1642;1645;1655;1659;1660;1664;1668;1669;1673;1674;1678;1680;1681;1682;1683;1684;1685;1687;1688;1696;1701;1706;1707;1712;1713;1725;1727;1733;1735;1736;1739;1743;1745;1746;1753;1756;1757;1765;1774;1775;1776;1777;1779;1781;1782;1786;1787;1788;1789;1799;1802;1803;1808;1809;1810;1811;1839;1849;1859;1860;1861;1862;1863;1864;1870;1883;1887;1888;1889;1891;1893;1896;1903;1910;1911;1914;1915;1920;1921;1924;1928;1929;1930;1933;1935;1936;1937;1948;1949;1959;1969;1972;1973;1974;1985;1986;1989;1990;1992;1994;1995;1996;1997;2004;2005;2006;2007;2009;2013;2015;2018;2020;2027;2029;2031;2036	True
1	244879	10	['BGC0001522.1', 'BGC0001452.1']	mixed	-1101.5957	-1330.727	-1193.6755	12.0	GCF-244879, num BGCs: 10, MIBiG IDs: 1452;1522	True
2	244880	1	['BGC0000081.1']	Polyketide	3556.7055000000005	2525.8524	838.7592	0.0	GCF-244880, num BGCs: 1, MIBiG IDs: 81	True
3	244881	14	['BGC0001568.1', 'BGC0001558.1', 'BGC0001074.1']	mixed	-3798.594	-1997.5387999999998	-1069.6784	13.753536428138855	GCF-244881, num BGCs: 14, MIBiG IDs: 1074;1558;1568	True
4	244882	21	['BGC0000614.1', 'BGC0000655.1', 'BGC0001471.1', 'BGC0001473.1', 'BGC0001474.1', 'BGC0002023.1', 'BGC0000611.1']	mixed	2912.5134	559.9879	-470.94073	15.86663153680703	GCF-244882, num BGCs: 21, MIBiG IDs: 611;614;655;1471;1473;1474;2023	True
5	244883	2715	[]	mixed	-270.21362999999997	969.9925999999999	158.29340000000002	41.20523800709839	GCF-244883, num BGCs: 2,715, MIBiG IDs: -	False
6	244884	40231	[]	mixed	2074.9853000000003	116.90485	-1672.3721999999998	55.25472993271475	GCF-244884, num BGCs: 40,231, MIBiG IDs: -	False
7	244885	122	['BGC0001396.1', 'BGC0000085.1', 'BGC0000096.1', 'BGC0001931.1', 'BGC0000092.1', 'BGC0001830.1', 'BGC0000035.1', 'BGC0001619.1', 'BGC0000052.1', 'BGC0001773.1', 'BGC0000002.1', 'BGC0000047.1', 'BGC0000102.1', 'BGC0000167.1']	mixed	-503.53947000000005	-1612.4369000000002	-969.3744	25.03631796809698	GCF-244885, num BGCs: 122, MIBiG IDs: 2;35;47;52;85;92;96;102;167;1396;1619;1773;1830;1931	True
8	244886	168	[]	mixed	-412.5149	-3607.7216999999996	-950.9359	26.703711380710352	GCF-244886, num BGCs: 168, MIBiG IDs: -	False
9	244887	4	['BGC0001944.1']	Polyketide	-435.32662000000005	-2241.1312	102.43382000000001	7.224719895935548	GCF-244887, num BGCs: 4, MIBiG IDs: 1944	True
